id,total_inflow,total_outflow,net_flow,inflow_2006,outflow_2006,net_flow_2006,inflow_2007,outflow_2007,net_flow_2007,inflow_2008,outflow_2008,net_flow_2008,inflow_2009,outflow_2009,net_flow_2009,inflow_2010,outflow_2010,net_flow_2010,inflow_2011,outflow_2011,net_flow_2011,inflow_2012,outflow_2012,net_flow_2012,inflow_2013,outflow_2013,net_flow_2013,inflow_2014,outflow_2014,net_flow_2014,inflow_2015,outflow_2015,net_flow_2015
13215,413757.45,121038197.2,-120624439.7,15296,6955468,-6940172,10575,3649705,-3639130,5957.95,7289670.29,-7283712.34,381421,40646662.05,-40265241.05,507.5,19015185.5,-19014678,0,15786391.86,-15786391.86,0,8746032.92,-8746032.92,0,8294610.74,-8294610.74,0,9948595.81,-9948595.81,0,705875,-705875
13245,4186795.89,13988990.52,-9802194.63,125978,309224,-183246,249827.6,754468,-504640.4,114069.36,381749.56,-267680.2,26493,1281161.2,-1254668.2,30367,1436780.96,-1406413.96,86713.6,292103.04,-205389.44,718755.44,174045.21,544710.23,1361244.04,380603.2,980640.84,1478424.83,8969974.35,-7491549.52,-5076.98,8881,-13957.98
15003,44843213.2,175974972.7,-131131759.5,44785,3644550.08,-3599765.08,4298542.51,12765300.53,-8466758.02,253386.53,5019666.01,-4766279.48,5168436.27,44691732.43,-39523296.16,10636516.17,36127503.16,-25490986.99,9682287.75,30508507.13,-20826219.38,7236898.8,21703624.19,-14466725.39,7522360.17,21514089.13,-13991728.96,0,0,0,0,0,0
16001,654079.24,100301.14,553778.1,0,0,0,0,0,0,124133.2,0,124133.2,526810.34,0,526810.34,5519.7,51361.27,-45841.57,0,21086.31,-21086.31,-2384,6121,-8505,0,21732.56,-21732.56,0,0,0,0,0,0
16055,96573.99,10914,85659.99,0,0,0,0,0,0,0,0,0,68000,0,68000,17999.99,10914,7085.99,10574,0,10574,0,0,0,0,0,0,0,0,0,0,0,0
17019,41783,40518931.03,-40477148.03,0,0,0,2989,70911,-67922,0,0,0,0,33906607,-33906607,3132,2026752,-2023620,0,0,0,0,3413264,-3413264,35662,1101397.03,-1065735.03,0,0,0,0,0,0
17031,122235452,1113288.95,121122163,30381572,18631,30362941,27538852.02,19791,27519061.02,16055065.73,0,16055065.73,12141836.19,-11894.4,12153730.59,11883900.31,198527,11685373.31,11593942.54,853809.35,10740133.19,5692913.02,0,5692913.02,6947370.18,34425,6912945.18,0,0,0,0,0,0
17043,20288294.44,214067.75,20074226.69,330234,0,330234,266289,0,266289,340339,0,340339,377233.55,57228,320005.55,1364777.51,63129.66,1301647.85,2095862.63,37687.44,2058175.19,13821965.75,18656,13803309.75,1691593,37366.65,1654226.35,0,0,0,0,0,0
17089,1016454.33,3375,1013079.33,34320,0,34320,201903.99,0,201903.99,272133.89,3375,268758.89,146351.48,0,146351.48,141810.53,0,141810.53,38269.47,0,38269.47,69244.37,0,69244.37,112420.6,0,112420.6,0,0,0,0,0,0
17097,52146174.22,26125314.25,26020859.97,720238,551919.09,168318.91,10829997.28,1052210.08,9777787.2,3612869.84,895490.64,2717379.2,5912490.32,6990372.7,-1077882.38,9094568.42,6925054.63,2169513.79,7274548.66,6245111.54,1029437.12,9578887.39,1307535.07,8271352.32,5122574.31,2157620.5,2964953.81,0,0,0,0,0,0
17099,48593,33233,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39576,0,39576,0,0,0,9017,33233,-24216,0,0,0,0,0,0
17111,12331,39599.81,-27268.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10307.5,32451,-22143.5,0,7148.81,-7148.81,2023.5,0,2023.5,0,0,0,0,0,0
17143,6688,284661.68,-277973.68,0,0,0,0,10250,-10250,0,0,0,6688,0,6688,0,10164,-10164,0,0,0,0,11407.68,-11407.68,0,252840,-252840,0,0,0,0,0,0
17161,84613,436026.99,-351413.99,-1037,-23016,21979,7200,94202,-87002,78450,0,78450,0,246419.02,-246419.02,0,25255.27,-25255.27,0,100846.17,-100846.17,0,-7679.47,7679.47,0,0,0,0,0,0,0,0,0
17163,5742034.42,6199281.03,-457246.61,0,621397.54,-621397.54,13500,1056461,-1042961,0,-60.22,60.22,9932.57,371622.8,-361690.23,369993.56,95472.48,274521.08,0,276887.7,-276887.7,110716.29,2282194.01,-2171477.72,5237892,1495305.72,3742586.28,0,0,0,0,0,0
17167,328715,1120888.42,-792173.42,0,0,0,0,0,0,0,0,0,0,980296.55,-980296.55,47830,51093.92,-3263.92,280885,77192,203693,0,12305.95,-12305.95,0,0,0,0,0,0,0,0,0
18003,167195005.5,81146.85,167113858.6,166902450,0,166902450,57992,0,57992,15477,4286,11191,3564,40775,-37211,51298.36,42810,8488.36,121607.95,-9133.75,130741.7,42616.16,0,42616.16,0,2409.6,-2409.6,0,0,0,0,0,0
18005,7775,66813,-59038,7775,0,7775,0,0,0,0,0,0,0,20313,-20313,0,46500,-46500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18081,3145920.3,26951807.8,-23805887.5,0,0,0,206824,0,206824,1595,0,1595,27063.5,242664.59,-215601.09,2910437.8,3089840.25,-179402.45,0,7732562.57,-7732562.57,0,8836481.07,-8836481.07,0,7050259.32,-7050259.32,0,0,0,0,0,0
18097,5636564.99,3688269.29,1948295.7,1837277,70000,1767277,1594950.66,5614,1589336.66,1942735.33,98518,1844217.33,179905.29,5682.17,174223.12,-295055.33,20262.87,-315318.2,19710.13,1376279.41,-1356569.28,429188.52,95896.97,333291.55,-72146.61,2016015.87,-2088162.48,0,0,0,0,0,0
18157,10075,0,10075,0,0,0,0,0,0,5875,0,5875,4200,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18163,3860795.28,2109,3858686.28,1511596,0,1511596,0,0,0,302424.28,0,302424.28,0,0,0,-350,0,-350,0,0,0,0,0,0,2047125,2109,2045016,0,0,0,0,0,0
19139,8753501.33,73972.14,8679529.19,1102199.92,0,1102199.92,1252345.94,30063,1222282.94,697496.71,0,697496.71,545818.74,15505.66,530313.08,2403731.1,0,2403731.1,377112.1,0,377112.1,530665.5,28403.48,502262.02,1844131.32,0,1844131.32,0,0,0,0,0,0
19153,42463,135519,-93056,19427,0,19427,23036,63015,-39979,0,0,0,0,72504,-72504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19163,29395,37131,-7736,0,-415,415,3090,0,3090,0,0,0,26305,13930,12375,0,0,0,0,23616,-23616,0,0,0,0,0,0,0,0,0,0,0,0
19193,6165,57883.84,-51718.84,0,0,0,0,0,0,0,0,0,0,0,0,0,19040.64,-19040.64,0,26645,-26645,0,4809.8,-4809.8,6165,7388.4,-1223.4,0,0,0,0,0,0
20005,79480,264255.81,-184775.81,18970,0,18970,60510,0,60510,0,0,0,0,3129.04,-3129.04,0,15723,-15723,0,183329,-183329,0,16843,-16843,0,45231.77,-45231.77,0,0,0,0,0,0
20061,23124,2458154.46,-2435030.46,0,348453,-348453,23124,16556,6568,0,557989.44,-557989.44,0,348279.93,-348279.93,0,591544.06,-591544.06,0,465106.88,-465106.88,0,119070.86,-119070.86,0,11154.29,-11154.29,0,0,0,0,0,0
20091,13126385.98,29600,13096785.98,-4698,0,-4698,103247.4,0,103247.4,551677.15,0,551677.15,4088088.71,0,4088088.71,1141449.22,0,1141449.22,695402,0,695402,4891831.95,0,4891831.95,1659387.55,29600,1629787.55,0,0,0,0,0,0
20103,153663.87,9000380.51,-8846716.64,0,2117915.92,-2117915.92,103811,6127022,-6023211,-4212,0,-4212,7032,605236.2,-598204.2,0,190518,-190518,29402.87,-70319.95,99722.82,7811,19109.7,-11298.7,9819,10898.64,-1079.64,0,0,0,0,0,0
20173,92250366.94,14363899.29,77886467.65,122388,431695,-309307,6240485,0,6240485,4209190,1401643.92,2807546.08,-124539.51,2827930.45,-2952469.96,26158398.05,2901471.88,23256926.17,45153673.58,2874204,42279469.58,4962560.96,2924152.31,2038408.65,5528210.86,1002801.73,4525409.13,0,0,0,0,0,0
20177,27113.45,82808.2,-55694.75,0,0,0,0,0,0,0,0,0,0,0,0,0,77647,-77647,27113.45,0,27113.45,0,0,0,0,5161.2,-5161.2,0,0,0,0,0,0
21047,6906857.41,37603517.28,-30696659.87,460111.68,9945,450166.68,3692531,164619,3527912,533613,44053,489560,1743568.9,7875419.76,-6131850.86,477032.83,4272556.85,-3795524.02,0,6802060.94,-6802060.94,0,9001420.94,-9001420.94,0,9433441.79,-9433441.79,0,0,0,0,0,0
21067,4083832.39,11235078.48,-7151246.09,39553,0,39553,463380.9,2490000,-2026619.1,1036557.78,86065,950492.78,356266.21,2596238.86,-2239972.65,187937.07,3084126.76,-2896189.69,1025396.32,1330537.63,-305141.31,750248.92,823256.97,-73008.05,224492.19,824853.26,-600361.07,0,0,0,0,0,0
21111,11096970.3,8661560.49,2435409.81,151320,48045,103275,330324,0,330324,1841157.85,0,1841157.85,59655.59,320866.58,-261210.99,405255.67,530560.2,-125304.53,4996507.51,7887513.51,-2891006,2927833.68,-130846.3,3058679.98,384916,5421.5,379494.5,0,0,0,0,0,0
21117,12667,5652.32,7014.68,0,0,0,6737,0,6737,0,0,0,0,5652.32,-5652.32,5930,0,5930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21177,6665,1280.6,5384.4,0,0,0,9000,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,-2335,0,-2335,0,1280.6,-1280.6,0,0,0,0,0,0
22015,0,2091912.41,-2091912.41,0,0,0,9388,279000,-269612,-9388,0,-9388,0,111797.53,-111797.53,0,174510.3,-174510.3,0,555225.28,-555225.28,0,465659,-465659,0,505720.3,-505720.3,0,0,0,0,0,0
22017,282648.18,28746.06,253902.12,0,0,0,65737,0,65737,73290,0,73290,0,42775.52,-42775.52,0,-14029.46,14029.46,7521.7,0,7521.7,36191.72,0,36191.72,99907.76,0,99907.76,0,0,0,0,0,0
22033,1249568.14,36304.61,1213263.53,0,0,0,19784,0,19784,89351,14799.26,74551.74,689075.89,0,689075.89,105788.86,19900,85888.86,75509.57,0,75509.57,123717.67,0,123717.67,146341.15,1605.35,144735.8,0,0,0,0,0,0
22051,4439092.35,667345.14,3771747.21,88243,0,88243,2585091,29439,2555652,840995,8000,832995,1007771.89,-30048.53,1037820.42,-937165.28,510885,-1448050.28,357221.87,23953.34,333268.53,388907.97,75229.03,313678.94,108026.9,49887.3,58139.6,0,0,0,0,0,0
22057,178371090.8,215788.25,178155302.5,0,0,0,27666626,0,27666626,28278772,0,28278772,4119551.44,0,4119551.44,29530126.69,129724,29400402.69,4988415.94,83464,4904951.94,80369713.84,2600.25,80367113.59,3417884.87,0,3417884.87,0,0,0,0,0,0
22071,3267466.89,23401107.84,-20133640.95,3907,87905.16,-83998.16,159555,478276.66,-318721.66,7178,168524.26,-161346.26,75367.12,5422695.95,-5347328.83,72067.12,3205623.03,-3133555.91,1646725.41,337441.1,1309284.31,-456732.76,10211839.07,-10668571.83,1759400,3488802.61,-1729402.61,0,0,0,0,0,0
22075,86030.74,181978.51,-95947.77,0,0,0,0,0,0,0,0,0,6364.08,0,6364.08,35205.66,17400,17805.66,11220,124831.82,-113611.82,0,13313.19,-13313.19,33241,26433.5,6807.5,0,0,0,0,0,0
22079,105710.76,61128.2,44582.56,0,0,0,53691,0,53691,21432,16320,5112,30587.76,0,30587.76,0,25553.36,-25553.36,0,4180.74,-4180.74,0,15074.1,-15074.1,0,0,0,0,0,0,0,0,0
22089,1194590.13,382307.7,812282.43,190753,0,190753,626137.9,7959,618178.9,221290.9,0,221290.9,68502,33709.5,34792.5,6609.22,189656,-183046.78,6470.15,150983.2,-144513.05,77425.29,0,77425.29,-2598.33,0,-2598.33,0,0,0,0,0,0
22101,21490,17065647.03,-17044157.03,0,0,0,0,0,0,0,0,0,0,0,0,0,15075042,-15075042,0,367650.24,-367650.24,21490,2458149.98,-2436659.98,0,-835195.19,835195.19,0,0,0,0,0,0
22105,31122,18673.5,12448.5,0,0,0,0,0,0,0,0,0,7980,0,7980,11172,0,11172,9576,0,9576,2394,0,2394,0,18673.5,-18673.5,0,0,0,0,0,0
22109,7333,13816.4,-6483.4,0,0,0,0,0,0,0,0,0,0,0,0,7333,0,7333,0,0,0,0,0,0,0,13816.4,-13816.4,0,0,0,0,0,0
23005,761809,27755206.28,-26993397.28,9500,0,9500,178743,124765,53978,113791.9,0,113791.9,-19813.7,4648271.97,-4668085.67,186960.16,7946420.87,-7759460.71,201898.24,1700502.87,-1498604.63,50485.7,-317662.94,368148.64,7752.7,13598042.61,-13590289.91,0,56703.34,-56703.34,32491,-1837.44,34328.44
23009,10800,123976,-113176,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,10800,0,98360,-98360,0,0,0,0,25616,-25616,0,0,0,0,0,0
23013,1057969.25,607.4,1057361.85,0,0,0,684481,0,684481,0,0,0,372738.25,0,372738.25,750,-220.25,970.25,0,0,0,0,827.65,-827.65,0,0,0,0,0,0,0,0,0
23019,23202.5,69346.51,-46144.01,0,0,0,0,0,0,0,0,0,23202.5,0,23202.5,0,0,0,0,0,0,0,43431,-43431,0,-783,783,0,26698.51,-26698.51,0,0,0
23023,91351,189834.96,-98483.96,0,0,0,75851,0,75851,0,0,0,0,45429.53,-45429.53,0,77590.84,-77590.84,0,0,0,15500,35804.04,-20304.04,0,34406.16,-34406.16,0,-3395.61,3395.61,0,0,0
24003,165861830.2,90598593.31,75263236.91,396334,9423317,-9026983,15726539.11,5892205,9834334.11,21863604.36,346596,21517008.36,12793452.85,6730402.43,6063050.42,9998905.69,4180118.98,5818786.71,55426761.23,10645849.67,44780911.56,9193751.41,10066318.99,-872567.58,19020023.1,4983953.75,14036069.35,18574546.24,35392266.92,-16817720.68,2867912.23,2937564.57,-69652.34
24005,78589725.95,4307619.6,74282106.35,606522.14,0,606522.14,1475971.08,77891,1398080.08,20889189.23,0,20889189.23,2022397.68,12317.69,2010079.99,25972951.03,3286582.32,22686368.71,9303164.46,12763.09,9290401.37,3736745.51,427997.76,3308747.75,4562101.44,176152.5,4385948.94,9971524.38,313915.24,9657609.14,49159,0,49159
24009,2315916.67,2668685.92,-352769.25,0,2505053,-2505053,0,0,0,412740.85,0,412740.85,27190,0,27190,0,3616.41,-3616.41,31892.59,4800,27092.59,160054.38,-3726.49,163780.87,0,-10961,10961,1684038.85,0,1684038.85,0,169904,-169904
24015,28924,15674681.12,-15645757.12,924,0,924,0,0,0,0,0,0,0,144136,-144136,31500,5406561.8,-5375061.8,-3500,9398175.86,-9401675.86,0,290145.62,-290145.62,0,249949,-249949,0,-1107.16,1107.16,0,186820,-186820
24017,7703648.06,46132546.38,-38428898.32,-3520,201402,-204922,708243.9,374461.68,333782.22,266107.53,445886,-179778.47,1059114.04,5467135.23,-4408021.19,3249224.42,11063925.94,-7814701.52,541036.2,16628926.18,-16087889.98,568201.07,3845360.54,-3277159.47,581433.86,6183988.5,-5602554.64,271452.78,1849513.31,-1578060.53,462354.26,71947,390407.26
24019,98730.95,-5696.27,104427.22,0,0,0,0,0,0,0,0,0,0,0,0,98730.95,0,98730.95,0,0,0,0,0,0,0,-5696.27,5696.27,0,0,0,0,0,0
24021,2874491.26,7477200.87,-4602709.61,202045,213750,-11705,323757,274567,49190,236216.19,5168,231048.19,729115.26,336522,392593.26,238384.36,337526.07,-99141.71,311694.2,1474488.64,-1162794.44,518947.42,1342138.76,-823191.34,72543.41,1633564.1,-1561020.69,175116.06,1859476.3,-1684360.24,66672.36,0,66672.36
24023,44750318.47,75837.72,44674480.75,0,0,0,3528240,0,3528240,11321338.63,0,11321338.63,4284669.94,0,4284669.94,4291639.47,0,4291639.47,480663.95,0,480663.95,3963824.97,75837.72,3887987.25,9228366.8,0,9228366.8,7670846.71,0,7670846.71,-19272,0,-19272
24025,6651661.9,224043092.7,-217391430.8,0,17071830,-17071830,72264.4,19749708.45,-19677444.05,46181.2,-2464334.86,2510516.06,119417.81,61413862.58,-61294444.77,766954,27122744,-26355790,3912130,28683902.59,-24771772.59,-790081,17770386.82,-18560467.82,572869.49,19719783.55,-19146914.06,1731930,31711365.78,-29979435.78,219996,3263843.79,-3043847.79
24027,127495307.1,956604.59,126538702.6,10283357.65,0,10283357.65,20985052.77,3237,20981815.77,14696146.33,0,14696146.33,4295231.05,16593.72,4278637.33,46714836.43,88064.29,46626772.14,5570514.34,32899.49,5537614.85,5149614.25,3310.09,5146304.16,7253942.24,0,7253942.24,12440263.35,812500,11627763.35,106348.73,0,106348.73
24031,668843774,114114870.1,554728903.8,8693537.56,1596155,7097382.56,58571078.16,2714647.68,55856430.48,55224295.73,1758995.2,53465300.53,117693416.4,15069908.31,102623508.1,81443243.23,23404419.14,58038824.09,91667921.73,23708542.89,67959378.84,112797252.2,14309218.57,98488033.58,53757973.07,17979524.5,35778448.57,79616285.09,13133057.71,66483227.38,9378770.89,440401.14,8938369.75
24033,329349019.2,24270557.54,305078461.6,8088086.54,414990,7673096.54,29857358.43,385678,29471680.43,36776307.78,41991.58,36734316.2,68776526.76,6110397.13,62666129.63,50720769.57,2546024.91,48174744.66,53777373.94,2197786.55,51579587.39,31557782.97,6867764.09,24690018.88,24947055.92,1513154.55,23433901.37,22454062.25,723057.53,21731004.72,2393695.01,3469713.2,-1076018.19
24035,5452994.02,3477.5,5449516.52,0,0,0,2249347.98,0,2249347.98,2082035.61,0,2082035.61,40115.32,0,40115.32,91975.74,3477.5,88498.24,692948.13,0,692948.13,97789.21,0,97789.21,133110.47,0,133110.47,65882.26,0,65882.26,-210.7,0,-210.7
24037,13193394.07,146916488.9,-133723094.8,1099868,3300413,-2200545,3773146.91,9333958.69,-5560811.78,2411625.29,1821017.5,590607.79,769386,25000155.25,-24230769.25,1765576.67,16395592.7,-14630016.03,1552365.89,14831150.18,-13278784.29,974547.7,28282212.87,-27307665.17,735384.68,20772187.67,-20036802.99,91951.13,26336641.52,-26244690.39,19541.8,843159.52,-823617.72
24041,134732.65,716875,-582142.35,0,0,0,20175,0,20175,0,0,0,29957.65,0,29957.65,0,0,0,0,0,0,84600,0,84600,0,0,0,0,716875,-716875,0,0,0
24043,166272.44,217078,-50805.56,0,0,0,7782,217078,-209296,24738,0,24738,3361,0,3361,88816.79,0,88816.79,33295,0,33295,4039.65,0,4039.65,4240,0,4240,0,0,0,0,0,0
24045,585718.22,8334853.77,-7749135.55,0,0,0,0,0,0,0,0,0,271325.52,1648490,-1377164.48,184348.7,998416.88,-814068.18,222900,255351,-32451,-84056,715000,-799056,0,1777023.98,-1777023.98,-8800,847044,-855844,0,2093527.91,-2093527.91
24510,7984625.29,20036334.8,-12051709.51,710279,0,710279,917929,177381,740548,642418.74,0,642418.74,562785.67,11225998.6,-10663212.93,607043.29,5295983.17,-4688939.88,2025461.03,1540576.97,484884.06,688962,891041.41,-202079.41,1591671.81,224720.65,1366951.16,189260.73,7550,181710.73,48814.02,673083,-624268.98
25001,79083.8,96363,-17279.2,0,0,0,20398.8,0,20398.8,18292,0,18292,10000,0,10000,10393,0,10393,0,96363,-96363,0,0,0,-5000,0,-5000,10000,0,10000,15000,0,15000
25005,2667828.62,89484.5,2578344.12,420827,0,420827,609075,0,609075,168128.77,0,168128.77,472215.68,0,472215.68,576395.84,87675,488720.84,262208.33,0,262208.33,-23627.74,-4091.5,-19536.24,75090.75,0,75090.75,98514.99,5901,92613.99,9000,0,9000
25009,106357836.9,4319503.46,102038333.4,939349,0,939349,11371901.22,13080,11358821.22,7589055.61,0,7589055.61,5797905.75,0,5797905.75,5309854.1,2585000,2724854.1,16443691.16,1720150,14723541.16,18039894.82,0,18039894.82,14702087.22,0,14702087.22,24302168.14,1443.1,24300725.04,1861929.85,-169.64,1862099.49
25011,1029489.16,17781.84,1011707.32,61658,0,61658,239902,0,239902,198080.48,0,198080.48,311385.35,0,311385.35,195993.55,11291.84,184701.71,3735,6490,-2755,3158.2,0,3158.2,15576.58,0,15576.58,0,0,0,0,0,0
25013,117342.88,140321.69,-22978.81,0,0,0,11628,7150,4478,24970.63,0,24970.63,23646.2,87011.96,-63365.76,0,31197.57,-31197.57,24606.5,0,24606.5,0,4016.56,-4016.56,27791.55,7145.6,20645.95,0,3800,-3800,4700,0,4700
25017,151253957.2,3050529.96,148203427.3,5132980,1060521,4072459,21243741.88,322946,20920795.88,11641671.39,0,11641671.39,10888841.49,550322.04,10338519.45,13015668.61,63609.19,12952059.42,30366278.6,278558,30087720.6,12119148.1,40818.72,12078329.38,12763977.01,302189.57,12461787.44,32976517.01,431565.44,32544951.57,1105133.15,0,1105133.15
25021,173445100.8,14679193.59,158765907.2,646098,0,646098,42542190.78,4700,42537490.78,62540836.31,0,62540836.31,38755963.8,5034139.32,33721824.48,13804544.03,4765767,9038777.03,6603292.92,1046126,5557166.92,2729477.71,457001.27,2272476.44,5483056.96,1018174,4464882.96,650270.61,2313200,-1662929.39,-310630.33,40086,-350716.33
25023,3157335.02,26001.6,3131333.42,14750,0,14750,262931,0,262931,143868.08,0,143868.08,85599.68,0,85599.68,47032.8,0,47032.8,173587.44,10521.6,163065.84,204792.8,0,204792.8,1671198.29,15480,1655718.29,231817.73,0,231817.73,321757.2,0,321757.2
25025,17217767.92,4444340.46,12773427.46,72600,0,72600,711562.88,45238,666324.88,798535.88,0,798535.88,116029.55,12647.52,103382.03,437944.49,0,437944.49,206939.37,0,206939.37,3123187.33,1983309.74,1139877.59,6385120.75,25525.72,6359595.03,5331047.67,1879996.54,3451051.13,34800,497622.94,-462822.94
25027,35876107.7,452245.38,35423862.32,2137013,0,2137013,1394755.29,5630,1389125.29,2713124.53,9237.62,2703886.91,2422918.45,3818.33,2419100.12,5428434.79,176385.97,5252048.82,4138004,156338.28,3981665.72,4921663.18,91037.18,4830626,5092926.5,9798,5083128.5,5604588.47,0,5604588.47,2022679.49,0,2022679.49
26045,38192.07,13612,24580.07,0,0,0,0,13612,-13612,31662,0,31662,0,0,0,0,0,0,0,0,0,6663.34,0,6663.34,-133.27,0,-133.27,0,0,0,0,0,0
26065,130111.87,515608.57,-385496.7,0,0,0,23507,0,23507,20527.26,0,20527.26,17625,19552.66,-1927.66,29437.97,223402.97,-193965,39014.64,115899.14,-76884.5,0,0,0,0,156753.8,-156753.8,0,0,0,0,0,0
26099,19912724.99,8764306.32,11148418.67,0,1584089,-1584089,15481,1442489,-1427008,52333.81,0,52333.81,48996,1722601.63,-1673605.63,0,1259677.35,-1259677.35,19789028.4,1486140.39,18302888.01,97839.7,460599.34,-362759.64,-90953.92,808709.61,-899663.53,0,0,0,0,0,0
26125,12521369.67,54501.51,12466868.16,16987,0,16987,216900,0,216900,688014.75,25456,662558.75,643941.75,20961.98,622979.77,240449.02,0,240449.02,896963.38,0,896963.38,4659050.63,8083.53,4650967.1,5159063.14,0,5159063.14,0,0,0,0,0,0
26139,6043488.27,5760,6037728.27,58608,0,58608,941764.58,0,941764.58,889836.75,0,889836.75,877805.23,0,877805.23,1095608.72,5760,1089848.72,988748.22,0,988748.22,943435.26,0,943435.26,247681.51,0,247681.51,0,0,0,0,0,0
26161,331728.41,39324,292404.41,0,39324,-39324,38866,0,38866,77047.62,0,77047.62,123753,0,123753,25144.97,0,25144.97,22681.25,0,22681.25,25626.45,0,25626.45,18609.12,0,18609.12,0,0,0,0,0,0
26163,1222430.21,3240,1219190.21,0,0,0,167923,3240,164683,17228,0,17228,42807,0,42807,34393,0,34393,0,0,0,644524.13,0,644524.13,315555.08,0,315555.08,0,0,0,0,0,0
26165,229918.2,3897,226021.2,27155.5,0,27155.5,108537.02,3897,104640.02,22334,0,22334,0,0,0,0,0,0,0,0,0,61307.66,0,61307.66,10584.02,0,10584.02,0,0,0,0,0,0
27003,5096565.6,1120878,3975687.6,255771,0,255771,476099,0,476099,1094736.09,0,1094736.09,595749.45,167943,427806.45,1770264.25,395146,1375118.25,581660.99,510508,71152.99,241217.28,47281,193936.28,81067.54,0,81067.54,0,0,0,0,0,0
27037,5919304.77,3424,5915880.77,0,0,0,28528,3424,25104,97895,0,97895,688516.68,0,688516.68,1738542.43,0,1738542.43,1605049.15,0,1605049.15,1109275.72,0,1109275.72,651497.79,0,651497.79,0,0,0,0,0,0
27053,127357670,33824.85,127323845.1,2125484,0,2125484,87454800.17,0,87454800.17,3017015.43,0,3017015.43,12852511.36,10074,12842437.36,1234787.49,0,1234787.49,19435077.92,6110.85,19428967.07,700917.01,17640,683277.01,537076.6,0,537076.6,0,0,0,0,0,0
27103,63707.51,5710,57997.51,0,0,0,0,0,0,63707.51,5710,57997.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27123,2942620.7,14161.98,2928458.72,254561,0,254561,372741.2,0,372741.2,452111.54,0,452111.54,541022.19,4661.98,536360.21,558143.8,0,558143.8,403681.95,0,403681.95,125260.71,0,125260.71,235098.31,9500,225598.31,0,0,0,0,0,0
27147,3088717.28,8414,3080303.28,0,0,0,67407,8414,58993,44008,0,44008,0,0,0,0,0,0,184815.2,0,184815.2,851972.78,0,851972.78,1940514.3,0,1940514.3,0,0,0,0,0,0
28035,1848197.76,22207939.79,-20359742.03,0,9842,-9842,101322,10023,91299,0,0,0,0,8431850.35,-8431850.35,0,4063141.68,-4063141.68,0,4711085.44,-4711085.44,561926.4,4964626.37,-4402699.97,1184949.36,17370.95,1167578.41,0,0,0,0,0,0
28047,4142694.45,35456340.96,-31313646.51,0,92102.62,-92102.62,156534,599387.35,-442853.35,651639.7,142944.17,508695.53,474483.53,18245018.64,-17770535.11,265570.82,15744867.79,-15479296.97,338407.55,2131854.25,-1793446.7,1585147.65,-1930253.84,3515401.49,670911.2,430419.98,240491.22,0,0,0,0,0,0
28049,25458.05,44804.21,-19346.16,0,0,0,4151,0,4151,13500,0,13500,0,0,0,0,25879.16,-25879.16,7807.05,18925.05,-11118,0,0,0,0,0,0,0,0,0,0,0,0
28059,36061.4,2997179.46,-2961118.06,-45,62639,-62684,6185,1700,4485,0,0,0,2948.4,-17442.8,20391.2,23328,150549.35,-127221.35,6005,122782.8,-116777.8,-14910,-99123.85,84213.85,12550,2776074.96,-2763524.96,0,0,0,0,0,0
28071,8240,305680.43,-297440.43,0,0,0,0,87187,-87187,0,107570,-107570,8240,26042.15,-17802.15,0,-19982.72,19982.72,0,104864,-104864,0,0,0,0,0,0,0,0,0,0,0,0
28081,0,254633.03,-254633.03,0,0,0,0,0,0,0,0,0,0,246245,-246245,0,6525.28,-6525.28,0,0,0,0,0,0,0,1862.75,-1862.75,0,0,0,0,0,0
28087,11785,67410.96,-55625.96,0,0,0,0,0,0,3500,0,3500,0,0,0,0,24695.6,-24695.6,0,38490.46,-38490.46,8285,4224.9,4060.1,0,0,0,0,0,0,0,0,0
28121,52415.88,746867.68,-694451.8,51876,0,51876,0,0,0,0,0,0,539.88,193752.86,-193212.98,0,122684.5,-122684.5,0,70739.04,-70739.04,0,314858.88,-314858.88,0,44832.4,-44832.4,0,0,0,0,0,0
29019,10830,25653.6,-14823.6,0,0,0,10830,0,10830,0,0,0,0,25653.6,-25653.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29021,9350,147297.85,-137947.85,0,0,0,0,15294,-15294,0,0,0,0,6780.15,-6780.15,0,120599.7,-120599.7,0,0,0,9350,4624,4726,0,0,0,0,0,0,0,0,0
29071,39833,82822.56,-42989.56,0,0,0,0,82822.56,-82822.56,39833,0,39833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29095,23408423.9,37341.54,23371082.36,297578,0,297578,89286,29220.62,60065.38,3747448.77,0,3747448.77,7759530.91,-7395.08,7766925.99,5675240.05,3360,5671880.05,1587285.32,0,1587285.32,1981870.28,12156,1969714.28,2270184.57,0,2270184.57,0,0,0,0,0,0
